Movie/Content Name,S.No.,Movie /Content (Original Language),Language,Type of Content,Availability,Col B&W,Year  30,No. of Episodes,Length,Resolution,CC Grade,Content Owner 1,Content Owner 2,Content Owner 3,Commence Date,Expiry Date,Genre   101,Director 99,Star Cast  18,Music Director  229,Lyricist  380,Singer   437,Agreement Status,Format,Audio bitrate,Audio codec,Video bitrate,Video codec,Path,-,Size_MB,Framerate_fps
Chhed Chaad  (2008),,,Hindi Dubed,Movie,Yes,COL,2008.0,,,,,Cable Master,,,2026-04-01,2027-03-31,Action-comedy,C. Sivakumar,"Ajith Kumar, Manthra, Goundamani, Senthil, Latha, Ponvannan, K.K. Soundar, Ajay Rathnam, Anu Mohan, Vijay Krishnnaraj, Sheela, Master Adityan",Sawan Kumar Sawan,Sawan Kumar Sawan,,Yes,,,,,,,,,
Chhodon Naa Yaar (2007),,,Hindi,Movie,Yes,COL,2007.0,,01:37:25,1920*816,,Shemaroo,,,2026-04-01,2027-03-31,"Horror,Thriller",Dilip Sood,,"Anand Raj Anand, Ranjit Barot","Anand Raj Anand, Panchhi Jalonvi","Anand Raj Anand, Sunidhi Chauhan, Daler Mehndi, Shaan, Gaurav, Sukhwinder Singh",Yes,MPEG-4,192 kbps,AAC LC,8316 kbps,AVC,U:\MOVIE MASTER\Chhodon Naa Yaar (2007)\Chhodon Naa Yaar (2007).mp4,,5902.64,25.0
Chhota Chetan (1998),,,,,,,,,01:41:43,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,432 kbps,AVC,U:\MOVIE MASTER\Chhota Chetan (1998)\Chhota Chetan (1998).mp4,,410.02,25.0
Chhota Sa Ghar (1996),,,Hindi,Movie,Yes,COL,1996.0,,02:21:49,1280*720,,Ultra Cable,,,2026-04-01,2027-03-31,Drama,"Vivek Mushran, Koyal, Parikshat Sahni, Ajinkya Deo, Neelima Azim, Asrani, Tiku Talsania","Vivek Mushran, Koyal, Parikshat Sahani, Ajinkya Deo.","Indeevar, Daddy, Manohar Iyer, Rani Malik","Indeevar, Daddy, Manohar Iyer, Rani Malik",,Yes,MPEG-4,192 kbps,AAC LC,1687 kbps,AVC,U:\MOVIE MASTER\Chhota Sa Ghar (1996)\Chhota Sa Ghar (1996).mp4,,1908.63,25.0
Chhote Sarkar (1974),,,,,,,,,02:13:05,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,977 kbps,AVC,U:\MOVIE MASTER\Chhote Sarkar (1974)\Chhote Sarkar (1974).mp4,,1055.15,25.0
Chhote Sarkar (1996),,,Hindi,Movie,Yes,COL,1996.0,,02:26:29,1920*816,U,Shemaroo,,,2026-04-01,2027-03-31,Drama,Manoj Agarwal,"Govinda, Shilpa Shetty, Divya Dutta, Aruna Irani, Kader Khan, Sadashiv Amrapurkar",Anand Milind,Rani Malik,"Alka Yagnik, Udit Narayan, Kumar Sanu, Vinod Rathod, Bali Brahmabhatt",Yes,MPEG-4,317 kbps,AAC LC,20906 kbps,AVC,U:\MOVIE MASTER\Chhote Sarkar (1996)\Chhote Sarkar (1996).mp4,,22209.45,25.0
Chhoti Bahen (1959),,,Hindi,Movie,Yes,B&W,1959.0,,02:46:42,1320*1080,,Ultra Cable,,,2026-04-01,2027-03-31,Drama / Family Drama,L. V. Prasad,"BALRAJ SAHANI, NANDA, REHMAN, SHYAMA, MEHMOOD",Shankar–Jaikishan,"Shailendra,Hasrat Jaipuri","Lata Mangeshkar,Mohammed Rafi,Mukesh,",Yes,,,,,,,,,
Chhoti Bahu (1971),,,Hindi,Movie,Yes,COL,1971.0,,02:17:04,1920*1040,U,Ultra Cable,,,2026-04-01,2027-03-31,Drama,K.B. Tilak,"Rajesh Khanna, Sharmila Tagore,Nirupa Roy",Kalyanji Anandji,Hasrat Jaipuri,"Asha Bhosle, Kishore Kumar, Lata Mangeshkar, Mohammed Rafi",Yes,Matroska,,AAC LC,,V_MPEG4/ISO/AVC,U:\MOVIE MASTER\Chhoti Bahu (1971)\Chhoti Bahu (1971).mkv,,7886.77,25.0
Chhoti Si Mulaqat (1967),,,Hindi,Movie,Yes,COL,1967.0,,02:22:29,640*480,,Cable Master,,,2026-04-01,2027-03-31,Drama,Alo Sarkar,"Uttam Kumar, Vyjayantimala, Sanjeev Kumar, Tarun Bose, Shashikala, Rajendra Nath, Pratima Devi, Veena…","Shankarsinh Raghuwanshi, Jaikishan Dayabhai Pankal","Hasrat Jaipuri, Shailendra","Asha Bhosle, Lata Mangeshkar, Mohammed Rafi, Suman Kalyanpur",Yes,MPEG-4,126 kbps,AAC LC,718 kbps,AVC,U:\MOVIE MASTER\Chhoti Si Mulaqat (1967)\Chhoti Si Mulaqat (1967).MP4,,665.43,25.0
Chhutanki (201),,,,,,,,,01:20:27,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,2522 kbps,AVC,U:\MOVIE MASTER\Chhutanki (2011)\Chhutanki (201).mp4,,1528.42,25.0
Chhutanki (2011),,Animation 3D Film (Approx 83 Minutes),HINDI,Animation Movie,Yes,COL,2011.0,,,,V/U,Shemaroo,,,2026-04-01,2027-03-31,Animation / Action / Adventure / Fantasy,Pankaj Sharma,"Puneet Issar,Upasna Singh,Anuj Pandit",Sanjay Dhakan,,,Yes,,,,,,,,,
China Town (1962),,,Hindi,Movie,Yes,B&W,1962.0,,02:17:53,1440*1024,U,Ultra Cable,,,2026-04-01,2027-03-31,Romantic Thriller,Shakti Samanta,"Shammi Kapoor, Shakila, Helen, Madan Puri, Jeevankala, Mridula, S. N. Banerjee, Kanu Roy",Ravi,Ravi,"Mohammed Rafi, Asha Bhosle, Minoo Purshottam",Yes,MPEG-4,128 kbps,AAC LC,1552 kbps,AVC,U:\MOVIE MASTER\China Town (1962)\China Town (1962).mp4,,1731.4,25.0
Chingari (1971),,,Hindi,Movie,Yes,COL,1971.0,,02:16:00,1920*1088,U,Shemaroo,,,2026-04-01,2027-03-31,Drama,Ram Maheshwari,"Sanjay Khan, Leena Chandavarkar, Pran, Shatrughan Sinha, Ramesh Deo, Rehman",Ravi,Sahir Ludhianvi,"Asha Bhosle, Mahendra Kapoor, Manna Dey",Yes,Matroska,,AAC LC,,V_VP9,U:\MOVIE MASTER\Chingari (1971)\Chingari (1971).avi,,923.44,25.0
Chintamani Surdas (1988),,,,,,,,,02:19:01,768*576,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1500 kbps,AVC,U:\MOVIE MASTER\Chintamani Surdas (1988)\Chintamani Surdas (1988).mp4,,1625.46,25.0
Chintu Ji (2009),,,Hindi,Movie,Yes,COL,2009.0,,01:55:04,1920*1080,,Eros,,,2026-04-01,2027-03-31,Comedy,Ranjit Kapoor,"Rishi Kapoor, Priyansu Chatterjee, Kulraj Radhawa","Siddharth, Suhas, Abhishek Ishteyak, Amjad Nadeem, Sukhwinder Singh","Siddharth, Suhas, Abhishek Ishteyak, Amjad Nadeem, Sukhwinder Singh","Amjad Nadeem, Anushka Manchanda, Madhushree, Roop Kumar Rathod, Sukhwinder Singh",Yes,MPEG-TS,192 kbps,AAC LC,5736 kbps,AVC,U:\MOVIE MASTER\Chintu Ji (2009)\Chintu Ji (2009).ts,,5300.1,
Chippa (2019),,,Hindi,Movie,Yes,COL,2019.0,,01:31:31,1920*1080,,Ultra Cable,,,2026-04-01,2027-03-31,Drama / Coming-of-age,Safdar Rahman,"Sunny Pawar (Lion Fame), Masood Akhtar, Chandan Roy Sanyal, Joy Raj Bhattacharjee, Sumeet Thakur",Cyrille de Haes,,"Deeptarko Chowdhury,Shamik Ghoshal",Yes,Matroska,640 kbps,AC3+,1780 kbps,V_MPEG4/ISO/AVC,U:\MOVIE MASTER\Chippa (2019)\Chippa (2019).mkv,,1574.47,24.0
Chirag (1969),,,Hindi,Movie,Yes,COL,1969.0,,02:34:59,1920*1088,U,Shemaroo,,,2026-04-01,2027-03-31,"Drama,Family,Musical",Raaj Khosla,"Sunil Dutt, Asha Parekh, Kanhaiya Lal, Mukri, Om Parkesh, Lalita Pawar, Sulochana, Dulari, Birbal, Nasir Husain",Madan Mohan,Majrooh Sultanpuri,"Lata Mangeshkar, Mohammed Rafi",Yes,Matroska,,AAC LC,,V_MPEG4/ISO/AVC,U:\MOVIE MASTER\Chirag (1969)\Chirag (1969).mkv,,5905.02,25.0
Chirag Kahan Roshni Kahan (1959),,,Hindi,movie,Yes,B&W,1959.0,,02:26:02,1920*1080,,Ultra Cable,,,2026-04-01,2027-03-31,Drama / Family Drama,Devendra Goel,"RAJENDRA KUMAR, MEENA KUMARI, HONEY IRANI, MADAN PURI, MINU MUMTAZ",Ravi,Prem Dhawan,"Lata Mangeshkar,Mohammed Rafi,Suman Kalyanpur",Yes,,,,,,,,,
Chiranjeevi (1992),,,HINDI,Movie,Yes,COL,1992.0,,02:23:18,600*480,U/A,Shemaroo,,,2026-04-01,2027-03-31,Drama,,"CHIRANJEEVI, RADHA, VIJAYASHANTI",,,,Yes,Matroska,,AAC LC,,V_MPEG4/ISO/AVC,U:\MOVIE MASTER\Chiranjeevi (1992)\Chiranjeevi (1992).mkv,,573.64,25.0
Chiranjeevi Fan (2005),,,,,,,,,02:19:26,1280*720,,,,,,,,,,,,,,MPEG-4,126 kbps,AAC LC,1493 kbps,AVC,U:\MOVIE MASTER\Chiranjeevi Fan (2005)\Chiranjeevi Fan (2005).mp4,,1617.69,25.0
Chirutha (1981),,,,,,,,,01:37:24,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1347 kbps,AVC,U:\MOVIE MASTER\Chirutha (1981)\Chirutha (1981).mp4,,1029.79,25.0
Chitkabrey-Shades Of Grey (2011),,,,,,,,,01:52:32,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1494 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Chitkabrey-Shades Of Grey (2011)\Chitkabrey-Shades Of Grey (2011).mp4,,1309.85,24.0
Chor Bazaari (2015),,,Hindi,Movie,Yes,COL,2015.0,,01:48:31,1920*1080,U,Eros,,,2026-04-01,2027-03-31,Comedy,Rajiv S. Ruia,"Asrani, Kurush Deboo, Maj Joshi ,Ankkit Narrayan","Vikram Singh,Gajendra Verma","Vikram Singh,Gajendra Verma",Gajendra Verma,Yes,MPEG-TS,192 kbps,AAC LC,5873 kbps,AVC,U:\MOVIE MASTER\Chor Bazaari (2015)\Chor Bazaari (2015).ts,,5109.4,
Chor Chor Super Chor (2013),,,Hindi,Movie,Yes,COL,2013.0,,01:38:42,1920*1080,U,Eros,,,2026-04-01,2027-03-31,Comedy,K. Rajesh,"Deepak Dobriyal, Anshul Kataria, Priya Bathija, Paru Uma[86]",Mangesh Dhadke,Mangesh Dhadke,"Labh Janjua, Papon, Randip Bhaskar",Yes,MPEG-TS,192 kbps,AAC LC,5873 kbps,AVC,U:\MOVIE MASTER\Chor Chor Super Chor (2013)\Chor Chor Super Chor (2013).ts,,4592.77,
Chor Ho To Aisa (1978),,,,,,,,,02:16:37,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,2037 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Chor Ho To Aisa (1978)\Chor Ho To Aisa (1978).mp4,,2121.19,24.0
Chor Ke Ghar Chor (1978),,,Hindi,Movie,Yes,COL,1978.0,,02:27:48,1920*1080,U,Shemaroo,,,2026-04-01,2027-03-31,"Action,Comedy,Crime",Vijay Sadanah,"Zeenat Aman, Randhir Kapoor, Ashok Kumar, Deven Verma, Pran",Kalyanji Anandji,Verma Malik,"Asha Bhosle,Manna Dey, Mahendra Kapoor,Kanchan, Amit Kumar",Yes,MPEG-4,126 kbps,AAC LC,1464 kbps,AVC,U:\MOVIE MASTER\Chor Ke Ghar Chor (1978)\Chor Ke Ghar Chor (1978).mp4,,1726.17,25.0
Chor Mandli (2005),,,Hindi,Movie,Yes,COL,2005.0,,01:56:17,1280*720,,Ultra Cable,,,2026-04-01,2027-03-31,Comedy / Comic Thriller,Sanjay Khanna,"Mukul Dev, Shweta Keshwani, Razzak Khan, Vishwajeet Pradhan.",Nirmal Pawar (Nirmal B. Pawaar),,,Yes,MPEG-4,128 kbps,AAC LC,1445 kbps,AVC,U:\MOVIE MASTER\Chor Mandli (2005)\Chor Mandli (2005).mp4,,1308.38,25.0
Chor Sipahee (1977),,,Hindi,Movie,Yes,COL,1977.0,,02:17:52,1350*1080,,Cable Master,,,2026-04-01,2027-03-31,Drama,Prayagraj,"Shashi Kapoor, Vinod Khanna, Parveen Babi","Pyarelal, Laxmikant Kudalkar",Anand Bakshi,"Asha Bhosle, Kishore Kumar, Lata Mangeshkar, Mohammed Rafi",Yes,MPEG-4,128 kbps,AAC LC,1002 kbps,av01,U:\MOVIE MASTER\Chor Sipahee (1977)\Chor Sipahee (1977).mp4,,1119.76,25.0
Chori Chori (1956),,,Hindi,Movie,Yes,B&W/COL,1956.0,,02:32:23,640*480,U,Ultra Cable,,,2026-04-01,2027-03-31,Romantic Comedy,Anant Thakur,"Raj Kapoor, Nargis, Pran, Johnny Walker, Gopi, Bhagwan, Rajasulochana",Shankar Jaikishan,Shankar Jaikishan,"Lata Mangeshkar, Manna Dey, Mohammed Rafi",Yes,MPEG-4,128 kbps,AAC LC,2448 kbps,AVC,U:\MOVIE MASTER\Chori Chori (1956)\Chori Chori (1956).mp4,,2463.32,25.0
Chori Mera Kaam (1975),,,Hindi,Movie,Yes,COL,1975.0,,02:38:23,1920*1080,U,Shemaroo,,,2026-04-01,2027-03-31,"Comedy,Musical,Romance",Brij,"Shashi Kapoor, Zeenat Aman, Pran, Ashok Kumar, Deven Verma","Kalayanji, Anandji",Varma Malik,"Kishore Kumar, Asha Bhosle, Amit Kumar, Kanchan",Yes,MPEG-4,126 kbps,AAC LC,639 kbps,AVC,U:\MOVIE MASTER\Chori Mera Kaam (1975)\Chori Mera Kaam (1975).mp4,,869.59,25.0
Chorni (1982),,,Hindi,Movie,Yes,COL,1982.0,,02:29:16,640*480,U,Eros,,,2026-04-01,2027-03-31,Drama,Jyoti Swami,"Jeetendra, Neetu Singh, Shreeram Lagoo, Helen, Jalal Aga, Shashi Kiran, Ajit, Anita, Birbal, Mohan Choti, Sunil Dhawan, Uma Khosla, Aruna Irani, Leela Mishra, Indrani Mukherjee, Sonia Sahni",Shankar Jaikishan,Shankar Jaikishan,"Lata Mangeshkar, Kishore Kumar",Yes,MPEG-4,128 kbps,AAC LC,2116 kbps,AVC,U:\MOVIE MASTER\Chorni (1982)\Chorni (1982).mp4,,2400.69,25.0
"Chot [Aaj Isko, Kal Tereko] (2004)",,,,,,,,,02:18:53,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,500 kbps,AVC,"U:\MOVIE MASTER\Chot [Aaj Isko, Kal Tereko] (2004)\Chot [Aaj Isko, Kal Tereko] (2004).mp4",,627.9,25.0
Chota Jadugar (2003),,,,,,,,,01:39:41,1920*1080,,,,,,,,,,,,,,Matroska,,AAC LC,,V_VP9,U:\MOVIE MASTER\Chota Jadugar (2003)\Chota Jadugar (2003).mp4,,1019.27,25.0
Chowki No. 11 (1978),,,,,,,,,02:05:27,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1641 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Chowki No. 11 (1978)\Chowki No. 11 (1978).mp4,,1593.42,25.0
Christmas In New York,,,,,,,,,01:27:13,1920*1080,,,,,,,,,,,,,,MPEG-4,317 kbps,AAC LC,14954 kbps,AVC,U:\MOVIE MASTER\#KIDS\Christmas In New York\Christmas In New York.mp4,,9529.54,25.0
Christopher Columbus,,,,,,,,,01:27:40,1920*1080,,,,,,,,,,,,,,MPEG-4,317 kbps,AAC LC,14987 kbps,AVC,U:\MOVIE MASTER\#KIDS\Christopher Columbus\Christopher Columbus.mp4,,9598.88,25.0
Chunaoti  (1980),,,,,,,,,02:16:52,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,617 kbps,AVC,U:\MOVIE MASTER\Chunaoti (1980)\Chunaoti  (1980).mp4,,733.36,25.0
Chunaoti (1980),,,Hindi,Movie,Yes,COL,1980.0,,02:11:38,616*478,U,Ultra Cable,,,2026-04-01,2027-03-31,"Action,Thriller",Satpal,"Feroz Khan, Neetu Singh, Danny Denzongpa, Padma Khanna, Satyendra Kapoor, Mohan Choti","Laxmikant, Pyarelal","Laxmikant, Pyarelal","Asha Bhosle, Kishore Kumar, Suman Kalyanpur, Lata Mangeshkar, Meenu Purushottam",Yes,,,,,,,,,
Chupke Se (2003),,,Hindi,Movie,Yes,COL,2003.0,,02:38:23,1920*816,,Ultra Cable,,,2026-04-01,2027-03-31,Romance / Comedy / Musical,Shona Urvashi,"Om Puri, Rati Agnihotri, Reema Lagoo, Zulfi Sayed, Masumeh Makhija, Tinnu Anand","Vishal Bhardwaj,Ranjit Barot","Gulzar,Abbas Tyrewala","Asha Bhosle,Lucky Ali,Alka Yagnik,Udit Narayan",Yes,Matroska,,AAC LC,,V_VP9,U:\MOVIE MASTER\Chupke Se (2003)\Chupke Se (2003).mp4,,1699.64,24.194
Cigarette Ki Tarah (18+) (2012),,,Hindi,Movie,Yes,COL,2012.0,,02:05:54,1920*1080,A,Eros,,,2026-04-01,2027-03-31,Romance / Thriller / Drama,Akashaditya Lama,"Bhoop Singh Yaduvanshi, Madhurima Tulli, Prashant Narayan, Uvika Chaudry","Sudeep Banerjee,Kavita Seth,Ankur Mishra,Viraj Sawant","Ajay Jhingran,Kaushal Kishore,Dev Shukla,Sudarshan Goel","Tochi Raina,Nikhil D’Souza,Kavita Seth,Shweta Pandit",Yes,,,,,,,,,
Cinderella,,,,,,,,,01:26:17,1920*1080,,,,,,,,,,,,,,MPEG-4,317 kbps,AAC LC,14932 kbps,AVC,U:\MOVIE MASTER\#KIDS\Cinderella\Cinderella.mp4,,9413.37,25.0
Cinderella Conspiracy at the Emerald Castle,,,,,,,,,01:17:24,1920*1080,,,,,,,,,,,,,,MPEG-4,317 kbps,AAC LC,14984 kbps,AVC,U:\MOVIE MASTER\#KIDS\Cinderella Conspiracy at the Emerald Castle\Cinderella Conspiracy at the Emerald Castle.mp4,,8473.52,25.0
Cinderella and the Prince Charles,,,,,,,,,01:27:36,1920*1080,,,,,,,,,,,,,,MPEG-4,317 kbps,AAC LC,14959 kbps,AVC,U:\MOVIE MASTER\#KIDS\Cinderella and the Prince Charles\Cinderella and the Prince Charles.mp4,,9574.18,25.0
Circus Queen (1959),,,Hindi,Movie,Yes,B&W,1959.0,,02:09:57,1280*720,U,Ultra Cable,,,2026-04-01,2027-03-31,"Action,Thriller",Noshir Engineer,"Nadia, John Cawas, Nilofar, Samar Roy",Shafi M Nagri,Shafi M Nagri,"Geeta Dutt, Mohammed Rafi,Mubarak Begum",Yes,Matroska,,Opus,,V_VP9,U:\MOVIE MASTER\Circus Queen (1959)\Circus Queen (1959).MKV,,1226.45,25.0
Classic - Dance Of Love (2005),,,Hindi,Movie,Yes,COL,2005.0,,02:22:34,1280*720,V/U,Shemaroo,,,2026-04-01,2027-03-31,"Action,Romance",Babbar Subhash,,"Sukhwinder Singh, Bappi Lahiri","B Subhash, Sameer, Sukhwinder Singh","Kailash Kher, Shreya Ghoshal, Sukhwinder Singh, Sunidhi Chauhan",Yes,MPEG-4,126 kbps,AAC LC,985 kbps,AVC,U:\MOVIE MASTER\Classic - Dance Of Love (2005)\Classic - Dance Of Love (2005).mp4,,1136.32,25.0
Clerk (1989),,,Hindi,Movie,Yes,COL,1989.0,,02:01:59,1080*720,,Shemaroo,,,2026-04-01,2027-03-31,"Action,Drama,Romance",Manoj Kumar,,Uttam Jagdish,Manoj Kumar,"Mahendra Kapoor, Lata Mangeshkar, Nitin Mukesh, Bhupinder Singh",Yes,MPEG-4,128 kbps,AAC LC,1886 kbps,AVC,U:\MOVIE MASTER\Clerk (1989)\Clerk (1989).mp4,,2369.43,25.0
Cobra Girl (1963),,,Hindi,Movie,Yes,COL,1963.0,,0.0924305555555556,640*480,U,Shemaroo,,,2026-04-01,2027-03-31,"Action,Drama,Fantasy",Nanubhai Bhatt,"Mahipal, Ragini, Tiwari, Mariya, Sunder, Manorama",S N Tripathi,Prem Dhawan,"Asha Bhosle, Mohammed Rafi, Suman Kalyanpur, Usha Mangeshkar, Mubarak Begum",Yes,MPEG-4,128 kbps,AAC LC,2433 kbps,AVC,U:\MOVIE MASTER\Cobra Girl (1963)\Cobra Girl (1963).mp4,,2446.91,25.0
Cocktail (2012),,,Hindi,Movie,Yes,COL,2012.0,,02:24:33,1920*1080,,Eros,,,2026-04-01,2027-03-31,Romance,Homi Adajania,"Saif Ali Khan, Deepika Padukone, Diana Penty, Boman Irani, Dimple Kapadia[46]",Pritam Chakraborty,Pritam Chakraborty,"Neeraj Shreedhar, Kavita Seth, Benny Dayal, Shalmali Kholgade, Javed Bashir, Nikhil D'Souza, Shefali Alvares, Masuma Anwar, Sahir Ali Bagga, Anupam Amod, Mohan Kanan, Shilpa Rao, Sunidhi Chauhan, Arijit Singh, Arif Lohar, Harshdeep Kaur, Miss Pooja, Neha Kakkar, Nakash Aziz",Yes,MPEG-TS,192 kbps,AAC LC,5736 kbps,AVC,U:\MOVIE MASTER\Cocktail (2012)\Cocktail (2012).ts,,6639.72,
Coffee Bloom (2015),,,Hindi,Movie,Yes,COL,2015.0,,01:33:51,1920*1080,,Eros,,,2026-04-01,2027-03-31,Romance/Drama,Manu Warrier,"Arjun Mathur, Sugand Garg, Mohan Kapoor, Ishwari Bose",Prasad Ruparel,Prasad Ruparel,"Bhavya Pandit, Pranab Gohain, Shalmali Kholgade, Arjun Kanungo, Murishka D'Cruz",Yes,MPEG-TS,192 kbps,AAC LC,5873 kbps,AVC,U:\MOVIE MASTER\Coffee Bloom (2015)\Coffee Bloom (2015).ts,,4381.26,
Collector Ki Chaal (2017),,,Hindi,Movie,Yes,COL,2017.0,,02:00:47,1920*1080,,Ultra Cable,,,2026-04-01,2027-03-31,,,"Srijith, Nega, Kumki Aswin, Livingistion [Mathippen N/A Tamil]",,,,Yes,Matroska,,AAC LC,,V_VP9,U:\MOVIE MASTER\Collector Ki Chaal (2017)\Collector Ki Chaal (2017).mp4,,1346.23,
College Campus (2011),,,Hindi,Movie,Yes,COL,2011.0,,0.0808912037037037,854*480,U/A,Shemaroo,,,2026-04-01,2027-03-31,Drama,Atul Srivastava,,Atul Srivastav,"Saahil Sultanpuri, Rakesh Nirala, Kishor Chanchal, Vishal Tandi","Sunidhi Chauhan, Udit Narayan, Vid Rathod, Manzira, Farid Sabri, Raja Hasan, Rimi Dhar",Yes,MPEG-4,317 kbps,AAC LC,20905 kbps,AVC,U:\MOVIE MASTER\College Campus (2011)\College Campus (2011).mp4,,17593.3,25.0
College Girl (1978),,,Hindi,Movie,Yes,COL,1978.0,,,,,Cable Master,,,2026-04-01,2027-03-31,"Romantic,Thriller",S. D. Narang,"Sachin, Bindiya Goswami, Shriram Lagu, Rita Bhaduri, Bhagwan, Pental….",Bappi Lahiri,"Hasrat Jaipuri, Saroj, Shiv Kumar","Aarti Mukherjee, Yesudas,Kishore Kumar,Mohammed Rafi,Chandrani Mukherjee",Yes,,,,,,,,,
College Rowdy (2022),,,Hindi Dubed,Movie,Yes,COL,2022.0,,02:16:43,1920*1080,,Cable Master,,,2026-04-01,2027-03-31,Crime,Thulasidas,"Mohanlal , Vimla Menon , Harisree",Ouseppachan,,,Yes,MPEG-4,128 kbps,AAC LC,1779 kbps,AVC,U:\MOVIE MASTER\College Rowdy (2022)\College Rowdy (2022).mp4,,1872.54,29.97
Comedy Ka Muqabla (Total Episodes - 78)  (2016),,COMEDYWALAS CONTENT (BOLLYWOOD CLIPS BASED SHOWS: Duration each episode - 3 Min : Total Duration -234 Min),HINDI,Movie,Yes,COL,2016.0,78.0,,,,Shemaroo,,,2026-04-01,2027-03-31,,,Comedywalas Content (Bollywood Clips Based Shows: Duration Each Episode N/A 3 Min : Total Duration N/A234 Min),,,,Yes,,,,,,,,,
Compromise (2018),,,Hindi,Movie,Yes,COL,2018.0,,01:21:28,1920*1080,V/A,Shemaroo,,,2026-04-01,2027-03-31,Drama,Hirday Shankar Mishra,,,,,Yes,MPEG-4,128 kbps,AAC LC,1519 kbps,AVC,U:\MOVIE MASTER\Compromise (2018)\Compromise (2018).mp4,,961.7,25.0
Contract to Kill (2016),,,,,,,,,01:28:12,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1407 kbps,AVC,U:\MOVIE MASTER\Contract to Kill (2016)\Contract to Kill (2016).mp4,,972.43,25.0
Coolie No. 1 (1995),,,,,,,,,02:12:58,1280*544,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1087 kbps,AVC,U:\MOVIE MASTER\Coolie No. 1 (1995)\Coolie No. 1 (1995).mp4,,1159.3,25.0
Crazy Cukkad Family (2015),,,Hindi,Movie,Yes,COL,2015.0,,01:46:59,1920*810,U/A,Ultra Cable,,,2026-04-01,2027-03-31,Comedy/Drama,Ritesh Menon,"Swanand Kirkire, Shilpa Shukla, Ninad Kamat, Kushal Punjabi, Kiran Karmarkar, Yusuf Hussain, Pravina Deshpande",Siddharth Suhas,Siddharth Suhas,"Suhas Shetty, Jugnu Ishiqui, Shahid Mallya, Kumaar, Shipra Goyal",Yes,MPEG-4,128 kbps,AAC LC,1809 kbps,AVC,U:\MOVIE MASTER\Crazy Cukkad Family (2015)\Crazy Cukkad Family (2015).mp4,,1487.45,25.0
Criminal (1995),,,,,,,,,02:04:13,1280*544,,,,,,,,,,,,,,Matroska,,AAC LC,,V_MPEG4/ISO/AVC,U:\MOVIE MASTER\Criminal (1995)\Criminal (1995).mkv,,1104.72,25.0
Cute Kameena (2016),,,HINDI,Movie,Yes,COL,2016.0,,01:44:48,1920*1080,UA,Shemaroo,,,2026-04-01,2027-03-31,Romance,Simmi Karna,"Kirti Kulhari, Piyush Mishra, Nishant Singh, Swanand Kirkire & Others",,,,Yes,MPEG-4,128 kbps,AAC LC,2391 kbps,AVC,U:\MOVIE MASTER\Cute Kameena (2016)\Cute Kameena (2016).mp4,,1892.78,25.0
DAATA (1989),,,,,,,,,02:50:42,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,2015 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\DAATA (1989)\DAATA (1989).mp4,,2624.89,25.0
DEEWAAR (1975),,,,,,,,,02:45:58,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1924 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\DEEWAAR (1975)\DEEWAAR (1975).mp4,,2443.19,25.0
DIVORCE (1984),,,,,,,,,02:13:09,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1981 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\DIVORCE (1984)\DIVORCE (1984).mp4,,2014.18,25.0
DON’T BREAK MY HEART-AASHIKO KO JALANA BURI BAAT HAI,,,Hindi,Movie,Yes,COL,2010.0,,,,,Eros,,,2026-04-01,2027-03-31,Drama / Romance,Trilok Chaudhary,"Rahul Roy, Riya Sahota, Shradha, Rana Jung Bahadur, Birbal",Sunil Khosla,"Govind Moonis, Sunil Khosla","Vibha Dutta Khosla, Sunil Khosla",Yes,,,,,,,,,
